Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_VARIANT,'40792947654841,option1,en,,,40,
PRODUCT_VARIANT,'40792947687609,option1,en,,,42,
PRODUCT_VARIANT,'40792947720377,option1,en,,,44,
PRODUCT_VARIANT,'40792947884217,option1,en,,,34,
PRODUCT_VARIANT,'40792947916985,option1,en,,,36,
PRODUCT_VARIANT,'40792947949753,option1,en,,,38,
PRODUCT_VARIANT,'40792947982521,option1,en,,,40,
PRODUCT_VARIANT,'40792948015289,option1,en,,,42,
PRODUCT_VARIANT,'40792948048057,option1,en,,,44,
PRODUCT_VARIANT,'40792948146361,option1,en,,,34,
PRODUCT_VARIANT,'40792948179129,option1,en,,,36,
PRODUCT_VARIANT,'40792948211897,option1,en,,,38,
PRODUCT_VARIANT,'40792948244665,option1,en,,,40,
PRODUCT_VARIANT,'40792948277433,option1,en,,,42,
PRODUCT_VARIANT,'40792948310201,option1,en,,,44,
PRODUCT_VARIANT,'40792948408505,option1,en,,,34,
PRODUCT_VARIANT,'40792948441273,option1,en,,,36,
PRODUCT_VARIANT,'40792948474041,option1,en,,,38,
PRODUCT_VARIANT,'40792948506809,option1,en,,,40,
PRODUCT_VARIANT,'40792948539577,option1,en,,,42,
PRODUCT_VARIANT,'40792948572345,option1,en,,,44,
PRODUCT_VARIANT,'40792949096633,option1,en,,,34,
PRODUCT_VARIANT,'40792949129401,option1,en,,,36,
PRODUCT_VARIANT,'40792949162169,option1,en,,,38,
PRODUCT_VARIANT,'40792949194937,option1,en,,,40,
PRODUCT_VARIANT,'40792949227705,option1,en,,,42,
PRODUCT_VARIANT,'40792949260473,option1,en,,,44,
PRODUCT_VARIANT,'40792949948601,option1,en,,,34,
PRODUCT_VARIANT,'40792949981369,option1,en,,,36,
PRODUCT_VARIANT,'40792950014137,option1,en,,,38,
PRODUCT_VARIANT,'40792950046905,option1,en,,,40,
PRODUCT_VARIANT,'40792950079673,option1,en,,,42,
PRODUCT_VARIANT,'40792950112441,option1,en,,,44,
PRODUCT_VARIANT,'40792950341817,option1,en,,,34,
PRODUCT_VARIANT,'40792950374585,option1,en,,,36,
PRODUCT_VARIANT,'40792950407353,option1,en,,,38,
PRODUCT_VARIANT,'40792950440121,option1,en,,,40,
PRODUCT_VARIANT,'40792950472889,option1,en,,,42,
PRODUCT_VARIANT,'40792950505657,option1,en,,,44,
PRODUCT_VARIANT,'40792950767801,option1,en,,,34,
PRODUCT_VARIANT,'40792950800569,option1,en,,,36,
PRODUCT_VARIANT,'40792950833337,option1,en,,,38,
PRODUCT_VARIANT,'40792950866105,option1,en,,,40,
PRODUCT_VARIANT,'40792950898873,option1,en,,,42,
PRODUCT_VARIANT,'40792950931641,option1,en,,,44,
PRODUCT_VARIANT,'40792950964409,option1,en,,,34,
PRODUCT_VARIANT,'40792950997177,option1,en,,,36,
PRODUCT_VARIANT,'40792951029945,option1,en,,,38,
PRODUCT_VARIANT,'40792951062713,option1,en,,,40,
PRODUCT_VARIANT,'40792951095481,option1,en,,,42,
PRODUCT_VARIANT,'40792951128249,option1,en,,,44,
PRODUCT_VARIANT,'40792951423161,option1,en,,,34,
PRODUCT_VARIANT,'40792951455929,option1,en,,,36,
PRODUCT_VARIANT,'40792951488697,option1,en,,,38,
PRODUCT_VARIANT,'40792951521465,option1,en,,,40,
PRODUCT_VARIANT,'40792951554233,option1,en,,,42,
PRODUCT_VARIANT,'40792951587001,option1,en,,,44,
PRODUCT_VARIANT,'40792951652537,option1,en,,,34,
PRODUCT_VARIANT,'40792951685305,option1,en,,,36,
PRODUCT_VARIANT,'40792951718073,option1,en,,,38,
PRODUCT_VARIANT,'40792951750841,option1,en,,,40,
PRODUCT_VARIANT,'40792951783609,option1,en,,,42,
PRODUCT_VARIANT,'40792951816377,option1,en,,,44,
PRODUCT_VARIANT,'40792952045753,option1,en,,,34,
PRODUCT_VARIANT,'40792952078521,option1,en,,,36,
PRODUCT_VARIANT,'40792952111289,option1,en,,,38,
PRODUCT_VARIANT,'40792952144057,option1,en,,,40,
PRODUCT_VARIANT,'40792952176825,option1,en,,,42,
PRODUCT_VARIANT,'40792952209593,option1,en,,,44,
PRODUCT_VARIANT,'40792952275129,option1,en,,,34,
PRODUCT_VARIANT,'40792952307897,option1,en,,,36,
PRODUCT_VARIANT,'40792952340665,option1,en,,,38,
PRODUCT_VARIANT,'40792952373433,option1,en,,,40,
PRODUCT_VARIANT,'40792952406201,option1,en,,,42,
PRODUCT_VARIANT,'40792952438969,option1,en,,,44,
PRODUCT_VARIANT,'40792952766649,option1,en,,,34,
PRODUCT_VARIANT,'40792952799417,option1,en,,,36,
PRODUCT_VARIANT,'40792952832185,option1,en,,,38,
PRODUCT_VARIANT,'40792952864953,option1,en,,,40,
PRODUCT_VARIANT,'40792952897721,option1,en,,,42,
PRODUCT_VARIANT,'40792952930489,option1,en,,,44,
PRODUCT_VARIANT,'40792952996025,option1,en,,,34,
PRODUCT_VARIANT,'40792953028793,option1,en,,,36,
PRODUCT_VARIANT,'40792953061561,option1,en,,,38,
PRODUCT_VARIANT,'40792953094329,option1,en,,,40,
PRODUCT_VARIANT,'40792953127097,option1,en,,,42,
PRODUCT_VARIANT,'40792953159865,option1,en,,,44,
PRODUCT_VARIANT,'40792953225401,option1,en,,,34,
PRODUCT_VARIANT,'40792953258169,option1,en,,,36,
PRODUCT_VARIANT,'40792953290937,option1,en,,,38,
PRODUCT_VARIANT,'40792953323705,option1,en,,,40,
PRODUCT_VARIANT,'40792953356473,option1,en,,,42,
PRODUCT_VARIANT,'40792953389241,option1,en,,,44,
PRODUCT_VARIANT,'40792954962105,option1,en,,,34,
PRODUCT_VARIANT,'40792955027641,option1,en,,,36,
PRODUCT_VARIANT,'40792955125945,option1,en,,,38,
PRODUCT_VARIANT,'40792955224249,option1,en,,,40,
PRODUCT_VARIANT,'40792955289785,option1,en,,,42,
PRODUCT_VARIANT,'40792955388089,option1,en,,,44,
PRODUCT_VARIANT,'40792955453625,option1,en,,,34,
PRODUCT_VARIANT,'40792955486393,option1,en,,,36,
PRODUCT_VARIANT,'40792955519161,option1,en,,,38,
PRODUCT_VARIANT,'40792955551929,option1,en,,,40,
PRODUCT_VARIANT,'40792955584697,option1,en,,,42,
PRODUCT_VARIANT,'40792955617465,option1,en,,,44,
PRODUCT_VARIANT,'40792955715769,option1,en,,,34,
PRODUCT_VARIANT,'40792955748537,option1,en,,,36,
PRODUCT_VARIANT,'40792955781305,option1,en,,,38,
PRODUCT_VARIANT,'40792955814073,option1,en,,,40,
PRODUCT_VARIANT,'40792955846841,option1,en,,,42,
PRODUCT_VARIANT,'40792955879609,option1,en,,,44,
PRODUCT_VARIANT,'40792956010681,option1,en,,,34,
PRODUCT_VARIANT,'40792956043449,option1,en,,,36,
PRODUCT_VARIANT,'40792956076217,option1,en,,,38,
PRODUCT_VARIANT,'40792956108985,option1,en,,,40,
PRODUCT_VARIANT,'40792956141753,option1,en,,,42,
PRODUCT_VARIANT,'40792956174521,option1,en,,,44,
PRODUCT_VARIANT,'40792956240057,option1,en,,,34,
PRODUCT_VARIANT,'40792956272825,option1,en,,,36,
PRODUCT_VARIANT,'40792956305593,option1,en,,,38,
PRODUCT_VARIANT,'40792956338361,option1,en,,,40,
PRODUCT_VARIANT,'40792956371129,option1,en,,,42,
PRODUCT_VARIANT,'40792956403897,option1,en,,,44,
PRODUCT_VARIANT,'40792956469433,option1,en,,,34,
PRODUCT_VARIANT,'40792956502201,option1,en,,,36,
PRODUCT_VARIANT,'40792956534969,option1,en,,,38,
PRODUCT_VARIANT,'40792956600505,option1,en,,,40,
PRODUCT_VARIANT,'40792956666041,option1,en,,,42,
PRODUCT_VARIANT,'40792956731577,option1,en,,,44,
PRODUCT_VARIANT,'40792958009529,option1,en,,,34,
PRODUCT_VARIANT,'40792958042297,option1,en,,,36,
PRODUCT_VARIANT,'40792958075065,option1,en,,,38,
PRODUCT_VARIANT,'40792958107833,option1,en,,,40,
PRODUCT_VARIANT,'40792958173369,option1,en,,,42,
PRODUCT_VARIANT,'40792958238905,option1,en,,,44,
PRODUCT_VARIANT,'40792959549625,option1,en,,,34,
PRODUCT_VARIANT,'40792959615161,option1,en,,,36,
PRODUCT_VARIANT,'40792959680697,option1,en,,,38,
PRODUCT_VARIANT,'40792959779001,option1,en,,,40,
PRODUCT_VARIANT,'40792959844537,option1,en,,,42,
PRODUCT_VARIANT,'40792959877305,option1,en,,,44,
PRODUCT_VARIANT,'40792960434361,option1,en,,,34,
PRODUCT_VARIANT,'40792960467129,option1,en,,,36,
PRODUCT_VARIANT,'40792960499897,option1,en,,,38,
PRODUCT_VARIANT,'40792960532665,option1,en,,,40,
PRODUCT_VARIANT,'40792960565433,option1,en,,,42,
PRODUCT_VARIANT,'40792960598201,option1,en,,,44,
PRODUCT_VARIANT,'40792960729273,option1,en,,,34,
PRODUCT_VARIANT,'40792960762041,option1,en,,,36,
PRODUCT_VARIANT,'40792960794809,option1,en,,,38,
PRODUCT_VARIANT,'40792960827577,option1,en,,,40,
PRODUCT_VARIANT,'40792960860345,option1,en,,,42,
PRODUCT_VARIANT,'40792960893113,option1,en,,,44,
PRODUCT_VARIANT,'40792960958649,option1,en,,,34,
PRODUCT_VARIANT,'40792960991417,option1,en,,,36,
PRODUCT_VARIANT,'40792961024185,option1,en,,,38,
PRODUCT_VARIANT,'40792961056953,option1,en,,,40,
PRODUCT_VARIANT,'40792961089721,option1,en,,,42,
PRODUCT_VARIANT,'40792961122489,option1,en,,,44,
PRODUCT_VARIANT,'40792961188025,option1,en,,,34,
PRODUCT_VARIANT,'40792961220793,option1,en,,,36,
PRODUCT_VARIANT,'40792961253561,option1,en,,,38,
PRODUCT_VARIANT,'40792961286329,option1,en,,,40,
PRODUCT_VARIANT,'40792961319097,option1,en,,,42,
PRODUCT_VARIANT,'40792961351865,option1,en,,,44,
PRODUCT_VARIANT,'40792961384633,option1,en,,,34,
PRODUCT_VARIANT,'40792961417401,option1,en,,,36,
PRODUCT_VARIANT,'40792961450169,option1,en,,,38,
PRODUCT_VARIANT,'40792961482937,option1,en,,,40,
PRODUCT_VARIANT,'40792961515705,option1,en,,,42,
PRODUCT_VARIANT,'40792961548473,option1,en,,,44,
PRODUCT_VARIANT,'40792961614009,option1,en,,,34,
PRODUCT_VARIANT,'40792961646777,option1,en,,,36,
PRODUCT_VARIANT,'40792961679545,option1,en,,,38,
PRODUCT_VARIANT,'40792961712313,option1,en,,,40,
PRODUCT_VARIANT,'40792961745081,option1,en,,,42,
PRODUCT_VARIANT,'40792961777849,option1,en,,,44,
PRODUCT_VARIANT,'40792961810617,option1,en,,,34,
PRODUCT_VARIANT,'40792961843385,option1,en,,,36,
PRODUCT_VARIANT,'40792961876153,option1,en,,,38,
PRODUCT_VARIANT,'40792961908921,option1,en,,,40,
PRODUCT_VARIANT,'40792961941689,option1,en,,,42,
PRODUCT_VARIANT,'40792961974457,option1,en,,,44,
PRODUCT_VARIANT,'40792962039993,option1,en,,,34,
PRODUCT_VARIANT,'40792962072761,option1,en,,,36,
PRODUCT_VARIANT,'40792962105529,option1,en,,,38,
PRODUCT_VARIANT,'40792962138297,option1,en,,,40,
PRODUCT_VARIANT,'40792962171065,option1,en,,,42,
PRODUCT_VARIANT,'40792962203833,option1,en,,,44,
PRODUCT_VARIANT,'40792962564281,option1,en,,,34,
PRODUCT_VARIANT,'40792962597049,option1,en,,,36,
PRODUCT_VARIANT,'40792962629817,option1,en,,,38,
PRODUCT_VARIANT,'40792962662585,option1,en,,,40,
PRODUCT_VARIANT,'40792962695353,option1,en,,,42,
PRODUCT_VARIANT,'40792962728121,option1,en,,,44,
PRODUCT_VARIANT,'40792962760889,option1,en,,,34,
PRODUCT_VARIANT,'40792962793657,option1,en,,,36,
PRODUCT_VARIANT,'40792962826425,option1,en,,,38,
PRODUCT_VARIANT,'40792962859193,option1,en,,,40,
PRODUCT_VARIANT,'40792962891961,option1,en,,,42,
PRODUCT_VARIANT,'40792962924729,option1,en,,,44,
PRODUCT_VARIANT,'40792962990265,option1,en,,,34,
PRODUCT_VARIANT,'40792963023033,option1,en,,,36,
PRODUCT_VARIANT,'40792963055801,option1,en,,,38,
PRODUCT_VARIANT,'40792963154105,option1,en,,,40,
PRODUCT_VARIANT,'40792963186873,option1,en,,,42,
PRODUCT_VARIANT,'40792963219641,option1,en,,,44,
PRODUCT_VARIANT,'40792963252409,option1,en,,,34,
PRODUCT_VARIANT,'40792963285177,option1,en,,,36,
PRODUCT_VARIANT,'40792963317945,option1,en,,,38,
PRODUCT_VARIANT,'40792963350713,option1,en,,,40,
PRODUCT_VARIANT,'40792963383481,option1,en,,,42,
PRODUCT_VARIANT,'40792963416249,option1,en,,,44,
PRODUCT_VARIANT,'40792963481785,option1,en,,,34,
PRODUCT_VARIANT,'40792963514553,option1,en,,,36,
PRODUCT_VARIANT,'40792963547321,option1,en,,,38,
PRODUCT_VARIANT,'40792963580089,option1,en,,,40,
PRODUCT_VARIANT,'40792963612857,option1,en,,,42,
PRODUCT_VARIANT,'40792963645625,option1,en,,,44,
PRODUCT_VARIANT,'40792963711161,option1,en,,,34,
PRODUCT_VARIANT,'40792963743929,option1,en,,,36,
PRODUCT_VARIANT,'40792963776697,option1,en,,,38,
PRODUCT_VARIANT,'40792963809465,option1,en,,,40,
PRODUCT_VARIANT,'40792963842233,option1,en,,,42,
PRODUCT_VARIANT,'40792963875001,option1,en,,,44,
PRODUCT_VARIANT,'40792963907769,option1,en,,,34,
PRODUCT_VARIANT,'40792963940537,option1,en,,,36,
PRODUCT_VARIANT,'40792963973305,option1,en,,,38,
PRODUCT_VARIANT,'40792964006073,option1,en,,,40,
PRODUCT_VARIANT,'40792964071609,option1,en,,,42,
PRODUCT_VARIANT,'40792964104377,option1,en,,,44,
PRODUCT_VARIANT,'40792964137145,option1,en,,,34,
PRODUCT_VARIANT,'40792964169913,option1,en,,,36,
PRODUCT_VARIANT,'40792964202681,option1,en,,,38,
PRODUCT_VARIANT,'40792964235449,option1,en,,,40,
PRODUCT_VARIANT,'40792964268217,option1,en,,,42,
PRODUCT_VARIANT,'40792964300985,option1,en,,,44,
PRODUCT_VARIANT,'40792964366521,option1,en,,,34,
PRODUCT_VARIANT,'40792964399289,option1,en,,,36,
PRODUCT_VARIANT,'40792964432057,option1,en,,,38,
PRODUCT_VARIANT,'40792964464825,option1,en,,,40,
PRODUCT_VARIANT,'40792964497593,option1,en,,,42,
PRODUCT_VARIANT,'40792964530361,option1,en,,,44,
PRODUCT_VARIANT,'40792964563129,option1,en,,,34,
PRODUCT_VARIANT,'40792964595897,option1,en,,,36,
PRODUCT_VARIANT,'40792964628665,option1,en,,,38,
PRODUCT_VARIANT,'40792964661433,option1,en,,,40,
PRODUCT_VARIANT,'40792964694201,option1,en,,,42,
PRODUCT_VARIANT,'40792964759737,option1,en,,,44,
PRODUCT_VARIANT,'40792964792505,option1,en,,,34,
PRODUCT_VARIANT,'40792964825273,option1,en,,,36,
PRODUCT_VARIANT,'40792964890809,option1,en,,,38,
PRODUCT_VARIANT,'40792964923577,option1,en,,,40,
PRODUCT_VARIANT,'40792964956345,option1,en,,,42,
PRODUCT_VARIANT,'40792964989113,option1,en,,,44,
PRODUCT_VARIANT,'40792965054649,option1,en,,,34,
PRODUCT_VARIANT,'40792965087417,option1,en,,,36,
PRODUCT_VARIANT,'40792965120185,option1,en,,,38,
PRODUCT_VARIANT,'40792965152953,option1,en,,,40,
PRODUCT_VARIANT,'40792965185721,option1,en,,,42,
PRODUCT_VARIANT,'40792965218489,option1,en,,,44,
PRODUCT_VARIANT,'40792965710009,option1,en,,,34,
PRODUCT_VARIANT,'40792965808313,option1,en,,,36,
PRODUCT_VARIANT,'40792965873849,option1,en,,,38,
PRODUCT_VARIANT,'40792965972153,option1,en,,,40,
PRODUCT_VARIANT,'40792966037689,option1,en,,,42,
PRODUCT_VARIANT,'40792966103225,option1,en,,,44,
PRODUCT_VARIANT,'40792966496441,option1,en,,,34,
PRODUCT_VARIANT,'40792966529209,option1,en,,,36,
PRODUCT_VARIANT,'40792966561977,option1,en,,,38,
PRODUCT_VARIANT,'40792966594745,option1,en,,,40,
PRODUCT_VARIANT,'40792966660281,option1,en,,,42,
PRODUCT_VARIANT,'40792966693049,option1,en,,,44,
PRODUCT_VARIANT,'40792967250105,option1,en,,,34,
PRODUCT_VARIANT,'40792967282873,option1,en,,,36,
PRODUCT_VARIANT,'40792967315641,option1,en,,,38,
PRODUCT_VARIANT,'40792967348409,option1,en,,,40,
PRODUCT_VARIANT,'40792967381177,option1,en,,,42,
PRODUCT_VARIANT,'40792967413945,option1,en,,,44,
PRODUCT_VARIANT,'40792967446713,option1,en,,,34,
PRODUCT_VARIANT,'40792967479481,option1,en,,,36,
PRODUCT_VARIANT,'40792967512249,option1,en,,,38,
PRODUCT_VARIANT,'40792967545017,option1,en,,,40,
PRODUCT_VARIANT,'40792967577785,option1,en,,,42,
PRODUCT_VARIANT,'40792967610553,option1,en,,,44,
PRODUCT_VARIANT,'40792967676089,option1,en,,,34,
PRODUCT_VARIANT,'40792967741625,option1,en,,,36,
PRODUCT_VARIANT,'40792967774393,option1,en,,,38,
PRODUCT_VARIANT,'40792967807161,option1,en,,,40,
PRODUCT_VARIANT,'40792967839929,option1,en,,,42,
PRODUCT_VARIANT,'40792967905465,option1,en,,,44,
PRODUCT_VARIANT,'40792968331449,option1,en,,,34,
PRODUCT_VARIANT,'40792968364217,option1,en,,,36,
PRODUCT_VARIANT,'40792968396985,option1,en,,,38,
PRODUCT_VARIANT,'40792968429753,option1,en,,,40,
PRODUCT_VARIANT,'40792968462521,option1,en,,,42,
PRODUCT_VARIANT,'40792968495289,option1,en,,,44,
PRODUCT_VARIANT,'40792968560825,option1,en,,,34,
PRODUCT_VARIANT,'40792968593593,option1,en,,,36,
PRODUCT_VARIANT,'40792968626361,option1,en,,,38,
PRODUCT_VARIANT,'40792968659129,option1,en,,,40,
PRODUCT_VARIANT,'40792968691897,option1,en,,,42,
PRODUCT_VARIANT,'40792968724665,option1,en,,,44,
PRODUCT_VARIANT,'40792968790201,option1,en,,,34,
PRODUCT_VARIANT,'40792968822969,option1,en,,,36,
PRODUCT_VARIANT,'40792968855737,option1,en,,,38,
PRODUCT_VARIANT,'40792968888505,option1,en,,,40,
PRODUCT_VARIANT,'40792968921273,option1,en,,,42,
PRODUCT_VARIANT,'40792968954041,option1,en,,,44,
PRODUCT_VARIANT,'40792970887353,option1,en,,,34,
PRODUCT_VARIANT,'40792970920121,option1,en,,,36,
PRODUCT_VARIANT,'40792970952889,option1,en,,,38,
PRODUCT_VARIANT,'40792970985657,option1,en,,,40,
PRODUCT_VARIANT,'40792971018425,option1,en,,,42,
PRODUCT_VARIANT,'40792971051193,option1,en,,,44,
PRODUCT_VARIANT,'40792971083961,option1,en,,,34,
PRODUCT_VARIANT,'40792971116729,option1,en,,,36,
PRODUCT_VARIANT,'40792971149497,option1,en,,,38,
PRODUCT_VARIANT,'40792971182265,option1,en,,,40,
PRODUCT_VARIANT,'40792971215033,option1,en,,,42,
PRODUCT_VARIANT,'40792971247801,option1,en,,,44,
PRODUCT_VARIANT,'40792971444409,option1,en,,,34,
PRODUCT_VARIANT,'40792971477177,option1,en,,,36,
PRODUCT_VARIANT,'40792971509945,option1,en,,,38,
PRODUCT_VARIANT,'40792971542713,option1,en,,,40,
PRODUCT_VARIANT,'40792971575481,option1,en,,,42,
PRODUCT_VARIANT,'40792971608249,option1,en,,,44,
PRODUCT_VARIANT,'40792971641017,option1,en,,,34,
PRODUCT_VARIANT,'40792971673785,option1,en,,,36,
PRODUCT_VARIANT,'40792971706553,option1,en,,,38,
PRODUCT_VARIANT,'40792971739321,option1,en,,,40,
PRODUCT_VARIANT,'40792971772089,option1,en,,,42,
PRODUCT_VARIANT,'40792971804857,option1,en,,,44,
PRODUCT_VARIANT,'40792971903161,option1,en,,,34,
PRODUCT_VARIANT,'40792971935929,option1,en,,,36,
PRODUCT_VARIANT,'40792971968697,option1,en,,,38,
PRODUCT_VARIANT,'40792972001465,option1,en,,,40,
PRODUCT_VARIANT,'40792972034233,option1,en,,,42,
PRODUCT_VARIANT,'40792972067001,option1,en,,,44,
PRODUCT_VARIANT,'40792972230841,option1,en,,,XXS,
PRODUCT_VARIANT,'40792972263609,option1,en,,,XS,
PRODUCT_VARIANT,'40792972296377,option1,en,,,S,
PRODUCT_VARIANT,'40792972329145,option1,en,,,M,
PRODUCT_VARIANT,'40792972361913,option1,en,,,L,
PRODUCT_VARIANT,'40792972394681,option1,en,,,XL,
PRODUCT_VARIANT,'40792973672633,option1,en,,,XXS,
PRODUCT_VARIANT,'40792973770937,option1,en,,,XS,
PRODUCT_VARIANT,'40792973836473,option1,en,,,S,
PRODUCT_VARIANT,'40792973934777,option1,en,,,M,
PRODUCT_VARIANT,'40792974000313,option1,en,,,L,
PRODUCT_VARIANT,'40792974065849,option1,en,,,XL,
PRODUCT_VARIANT,'40792974262457,option1,en,,,XXS,
PRODUCT_VARIANT,'40792974295225,option1,en,,,XS,
PRODUCT_VARIANT,'40792974327993,option1,en,,,S,
PRODUCT_VARIANT,'40792974360761,option1,en,,,M,
PRODUCT_VARIANT,'40792974393529,option1,en,,,L,
PRODUCT_VARIANT,'40792974426297,option1,en,,,XL,
PRODUCT_VARIANT,'40792974491833,option1,en,,,XXS,
PRODUCT_VARIANT,'40792974524601,option1,en,,,XS,
PRODUCT_VARIANT,'40792974557369,option1,en,,,S,
PRODUCT_VARIANT,'40792974590137,option1,en,,,M,
PRODUCT_VARIANT,'40792974622905,option1,en,,,L,
PRODUCT_VARIANT,'40792974655673,option1,en,,,XL,
PRODUCT_VARIANT,'40792974688441,option1,en,,,XXS,
PRODUCT_VARIANT,'40792974721209,option1,en,,,XS,
PRODUCT_VARIANT,'40792974753977,option1,en,,,S,
PRODUCT_VARIANT,'40792974786745,option1,en,,,M,
PRODUCT_VARIANT,'40792974819513,option1,en,,,L,
PRODUCT_VARIANT,'40792974852281,option1,en,,,XL,
PRODUCT_VARIANT,'40792974950585,option1,en,,,XXS,
PRODUCT_VARIANT,'40792974983353,option1,en,,,XS,
PRODUCT_VARIANT,'40792975016121,option1,en,,,S,
PRODUCT_VARIANT,'40792975048889,option1,en,,,M,
PRODUCT_VARIANT,'40792975081657,option1,en,,,L,
PRODUCT_VARIANT,'40792975114425,option1,en,,,XL,
PRODUCT_VARIANT,'40792975573177,option1,en,,,XXS,
PRODUCT_VARIANT,'40792975638713,option1,en,,,XS,
PRODUCT_VARIANT,'40792975737017,option1,en,,,S,
PRODUCT_VARIANT,'40792975802553,option1,en,,,M,
PRODUCT_VARIANT,'40792975900857,option1,en,,,L,
PRODUCT_VARIANT,'40792975966393,option1,en,,,XL,
PRODUCT_VARIANT,'40792976883897,option1,en,,,XXS,
PRODUCT_VARIANT,'40792976916665,option1,en,,,XS,
PRODUCT_VARIANT,'40792976949433,option1,en,,,S,
PRODUCT_VARIANT,'40792976982201,option1,en,,,M,
PRODUCT_VARIANT,'40792977014969,option1,en,,,L,
PRODUCT_VARIANT,'40792977047737,option1,en,,,XL,
PRODUCT_VARIANT,'40792977113273,option1,en,,,XXS,
PRODUCT_VARIANT,'40792977146041,option1,en,,,XS,
PRODUCT_VARIANT,'40792977178809,option1,en,,,S,
PRODUCT_VARIANT,'40792977211577,option1,en,,,M,
PRODUCT_VARIANT,'40792977244345,option1,en,,,L,
PRODUCT_VARIANT,'40792977277113,option1,en,,,XL,
PRODUCT_VARIANT,'40792977342649,option1,en,,,XXS,
PRODUCT_VARIANT,'40792977375417,option1,en,,,XS,
PRODUCT_VARIANT,'40792977408185,option1,en,,,S,
PRODUCT_VARIANT,'40792977440953,option1,en,,,M,
PRODUCT_VARIANT,'40792977473721,option1,en,,,L,
PRODUCT_VARIANT,'40792977506489,option1,en,,,XL,
PRODUCT_VARIANT,'40792977539257,option1,en,,,XXS,
PRODUCT_VARIANT,'40792977572025,option1,en,,,XS,
PRODUCT_VARIANT,'40792977604793,option1,en,,,S,
PRODUCT_VARIANT,'40792977637561,option1,en,,,M,
PRODUCT_VARIANT,'40792977670329,option1,en,,,L,
PRODUCT_VARIANT,'40792977703097,option1,en,,,XL,
PRODUCT_VARIANT,'40792977768633,option1,en,,,XXS,
PRODUCT_VARIANT,'40792977801401,option1,en,,,XS,
PRODUCT_VARIANT,'40792977834169,option1,en,,,S,
PRODUCT_VARIANT,'40792977866937,option1,en,,,M,
PRODUCT_VARIANT,'40792977899705,option1,en,,,L,
PRODUCT_VARIANT,'40792977932473,option1,en,,,XL,
PRODUCT_VARIANT,'40792977998009,option1,en,,,XXS,
PRODUCT_VARIANT,'40792978030777,option1,en,,,XS,
PRODUCT_VARIANT,'40792978063545,option1,en,,,S,
PRODUCT_VARIANT,'40792978096313,option1,en,,,M,
PRODUCT_VARIANT,'40792978129081,option1,en,,,L,
PRODUCT_VARIANT,'40792978161849,option1,en,,,XL,
PRODUCT_VARIANT,'40792978227385,option1,en,,,XXS,
PRODUCT_VARIANT,'40792978260153,option1,en,,,XS,
PRODUCT_VARIANT,'40792978292921,option1,en,,,S,
PRODUCT_VARIANT,'40792978325689,option1,en,,,M,
PRODUCT_VARIANT,'40792978358457,option1,en,,,L,
PRODUCT_VARIANT,'40792978391225,option1,en,,,XL,
PRODUCT_VARIANT,'40792978423993,option1,en,,,XXS,
PRODUCT_VARIANT,'40792978456761,option1,en,,,XS,
PRODUCT_VARIANT,'40792978489529,option1,en,,,S,
PRODUCT_VARIANT,'40792978522297,option1,en,,,M,
PRODUCT_VARIANT,'40792978555065,option1,en,,,L,
PRODUCT_VARIANT,'40792978587833,option1,en,,,XL,
PRODUCT_VARIANT,'40792978653369,option1,en,,,XXS,
PRODUCT_VARIANT,'40792978686137,option1,en,,,XS,
PRODUCT_VARIANT,'40792978718905,option1,en,,,S,
PRODUCT_VARIANT,'40792978751673,option1,en,,,M,
PRODUCT_VARIANT,'40792978784441,option1,en,,,L,
PRODUCT_VARIANT,'40792978817209,option1,en,,,XL,
PRODUCT_VARIANT,'40792978882745,option1,en,,,XXS,
PRODUCT_VARIANT,'40792978915513,option1,en,,,XS,
PRODUCT_VARIANT,'40792978948281,option1,en,,,S,
PRODUCT_VARIANT,'40792978981049,option1,en,,,M,
PRODUCT_VARIANT,'40792979013817,option1,en,,,L,
PRODUCT_VARIANT,'40792979046585,option1,en,,,XL,
PRODUCT_VARIANT,'40792979112121,option1,en,,,XXS,
PRODUCT_VARIANT,'40792979144889,option1,en,,,XS,
PRODUCT_VARIANT,'40792979177657,option1,en,,,S,
PRODUCT_VARIANT,'40792979210425,option1,en,,,M,
PRODUCT_VARIANT,'40792979243193,option1,en,,,L,
PRODUCT_VARIANT,'40792979275961,option1,en,,,XL,
PRODUCT_VARIANT,'40792979308729,option1,en,,,XXS,
PRODUCT_VARIANT,'40792979341497,option1,en,,,XS,
PRODUCT_VARIANT,'40792979374265,option1,en,,,S,
PRODUCT_VARIANT,'40792979407033,option1,en,,,M,
PRODUCT_VARIANT,'40792979439801,option1,en,,,L,
PRODUCT_VARIANT,'40792979472569,option1,en,,,XL,
PRODUCT_VARIANT,'40792979538105,option1,en,,,XXS,
PRODUCT_VARIANT,'40792979570873,option1,en,,,XS,
